time,yaw,pitch,roll
9.17512.51
11.972-6.20,38.70,11.67
11.988-6.12,38.75,11.59
12.005-6.05,38.81,11.49
12.022-5.99,38.91,11.38
12.038-5.94,39.00,11.21
12.055-5.85,39.10,10.99
12.072-5.69,39.22,10.68
12.088-5.44,39.38,10.28
12.106-5.17,39.56,9.85
12.122-4.89,39.76,9.38
12.138-4.56,40.01,8.82
12.154-4.16,40.28,8.18
12.171-3.76,40.55,7.51
12.188-3.35,40.83,6.87
12.205-3.08,41.05,6.29
12.222-3.01,41.30,5.90
12.238-2.88,41.53,5.58
12.256-2.55,41.67,5.16
12.272-1.98,41.78,4.54
12.288-1.35,41.88,3.79
12.305-0.85,42.02,3.00
12.322-0.59,42.14,2.22
12.339-0.55,42.27,1.50
12.355-0.50,42.50,0.76
12.372-0.23,42.82,-0.07
12.3880.22,43.21,-1.04
12.4040.69,43.59,-1.99
12.4221.03,43.99,-2.76
12.4381.16,44.39,-3.30
12.4541.05,44.77,-3.60
12.4710.62,45.17,-3.64
12.489-0.57,45.56,-3.20
12.505-3.09,46.08,-1.87
12.522-6.15,47.01,0.00
12.539-8.42,48.39,1.50
12.555-9.37,50.20,2.21
12.572-9.47,52.42,2.38
12.588-9.31,54.96,2.39
12.605-9.13,57.68,2.46
12.622-8.81,60.39,2.56
12.638-8.17,62.96,2.63
12.655-7.25,65.30,2.65
12.672-6.42,67.38,2.67
12.688-5.78,69.30,2.69
12.705-4.85,71.14,2.65
12.721-2.92,73.00,2.51
12.7380.29,74.82,2.31
12.7554.49,76.47,2.18
12.7738.99,77.85,2.17
12.78813.23,78.92,2.24
12.80517.17,79.73,2.31
12.82120.22,80.35,2.34
12.83922.16,80.80,2.33
12.85623.14,81.13,2.29
12.87222.74,81.31,2.17
12.88819.90,81.32,1.99
12.90413.76,81.13,1.78
12.9214.53,80.68,1.74
12.938-4.97,79.95,2.07
12.955-11.69,78.90,2.85
12.972-15.21,77.59,4.06
12.988-16.55,76.05,5.70
13.005-16.63,74.28,7.70
13.022-16.06,72.25,9.98
13.038-14.93,70.04,12.41
13.055-13.36,67.73,14.80
13.071-11.65,65.43,17.10
13.089-10.03,63.19,19.32
13.105-8.56,61.01,21.53
13.122-7.24,58.97,23.64
13.139-5.89,57.13,25.47
13.155-4.89,55.56,26.93
13.172-4.66,54.28,28.07
13.188-5.01,53.32,28.92
13.205-5.43,52.73,29.47
13.221-5.53,52.60,29.56
13.238-5.62,52.87,29.32
13.255-5.87,53.48,28.86
13.271-5.98,54.37,28.12
13.288-6.04,55.52,27.14
13.304-6.15,56.87,25.99
13.321-6.35,58.37,24.73
13.338-6.66,59.99,23.37
13.354-6.85,61.70,21.87
13.371-6.86,63.48,20.26
13.389-6.74,65.28,18.56
13.404-6.77,67.09,16.81
13.421-7.35,68.84,14.97
13.439-9.47,70.49,13.05
13.455-13.18,71.94,11.13
13.472-17.12,73.17,9.25
13.488-20.01,74.16,7.30
13.505-21.63,74.92,5.26
13.522-22.10,75.44,3.15
13.538-22.08,75.66,1.01
13.555-22.57,75.54,-0.99
13.571-23.33,75.14,-2.71
13.588-23.44,74.58,-4.10
13.606-22.60,73.96,-5.24
13.621-21.38,73.36,-6.22
13.638-20.52,72.83,-6.93
13.655-19.61,72.41,-7.39
13.671-18.05,72.01,-7.82
13.688-15.76,71.55,-8.44
13.704-13.28,71.04,-9.23
13.721-10.58,70.46,-10.12
13.738-7.65,69.78,-11.18
13.754-4.98,68.91,-12.52
13.772-3.40,67.84,-14.04
13.788-2.87,66.63,-15.65
13.804-2.70,65.31,-17.35
13.821-2.37,63.86,-19.19
13.839-1.99,62.24,-21.23
13.854-2.22,60.58,-23.37
13.872-3.56,58.98,-25.52
13.888-5.92,57.27,-27.84
13.904-7.61,56.10,-29.61
13.921-8.64,55.34,-31.01
13.937-8.34,54.83,-32.26
13.955-6.64,54.41,-33.40
13.971-4.45,54.09,-34.36
13.988-1.76,53.87,-35.12
14.0042.71,53.65,-35.75
14.0219.79,53.39,-36.31
14.03819.44,53.13,-36.75
14.05431.86,52.98,-36.99
14.07146.29,52.96,-37.04
14.08958.36,53.07,-36.93
14.10563.44,53.28,-36.72
14.12259.56,53.55,-36.45
14.13945.24,53.85,-36.15
14.15420.36,54.23,-35.73
14.172-2.59,54.76,-35.10
14.188-15.50,55.40,-34.30
14.205-22.17,56.05,-33.43
14.222-26.22,56.75,-32.46
14.239-29.37,57.56,-31.36
14.255-31.65,58.51,-30.10
14.271-32.89,59.62,-28.66
14.289-33.33,60.85,-27.02
14.305-33.19,62.17,-25.17
14.321-32.54,63.54,-23.11
14.338-31.51,64.90,-20.87
14.355-30.36,66.19,-18.50
14.371-29.27,67.36,-16.05
14.388-28.20,68.36,-13.45
14.404-27.39,69.10,-10.64
14.422-26.68,69.53,-7.77
